GO_term,category,bin_edge,with_term_hist,without_term_hist
DNA binding,molfunc,0.4,2.4147543637908573,2.2594555116514736
DNA binding,molfunc,0.41000000000000003,2.203389617773727,2.0056480821141403
DNA binding,molfunc,0.42,1.9651649812294532,1.7687314590793954
DNA binding,molfunc,0.43,1.7535492081980388,1.5996643469110803
DNA binding,molfunc,0.44,1.6285377550905127,1.4038136959947465
DNA binding,molfunc,0.45,1.4431543050505369,1.2504922509051362
DNA binding,molfunc,0.46,1.2979351772941032,1.1040416423589607
DNA binding,molfunc,0.47000000000000003,1.1744298862722167,0.9735275574621466
DNA binding,molfunc,0.48,1.0516776762931335,0.8489300262555015
DNA binding,molfunc,0.49,0.9899250307821867,0.7583685834816175
DNA binding,molfunc,0.5,0.9601783295909381,0.6749960715355868
DNA binding,molfunc,0.51,0.7581015831018648,0.615098917779625
DNA binding,molfunc,0.52,0.6649705608069006,0.5485535934793211
DNA binding,molfunc,0.53,0.6122548878097511,0.47192468036295787
DNA binding,molfunc,0.54,0.5230147842360051,0.42115683256980063
DNA binding,molfunc,0.55,0.4997947854158321,0.38336723158090913
DNA binding,molfunc,0.56,0.4537313282968942,0.3389930789045593
DNA binding,molfunc,0.5700000000000001,0.4218508974843371,0.2985314859265576
DNA binding,molfunc,0.58,0.3734026837298092,0.2522487675436948
DNA binding,molfunc,0.59,0.3470448472312345,0.22921874135181144
DNA binding,molfunc,0.6,0.30286409271933773,0.19750474119530906
DNA binding,molfunc,0.61,0.27675728323503507,0.18236345325699904
DNA binding,molfunc,0.62,0.2721132834710005,0.16499550532776103
DNA binding,molfunc,0.63,0.22780701545196763,0.14832736482424325
DNA binding,molfunc,0.64,0.2098585839315096,0.129337136044472
DNA binding,molfunc,0.65,0.1865130716042005,0.12233906178726989
DNA binding,molfunc,0.66,0.1727065858192328,0.10983795640963155
DNA binding,molfunc,0.67,0.16517577539106856,0.10226731244047652
DNA binding,molfunc,0.68,0.14923555998478763,0.09062506163076753
DNA binding,molfunc,0.6900000000000001,0.14547015477070552,0.07841024110910563
DNA binding,molfunc,0.7000000000000001,0.13065956092865066,0.06753141658200126
DNA binding,molfunc,0.71,0.11371523746527971,0.063746094597423
DNA binding,molfunc,0.72,0.12112053438630788,0.05547564320254776
DNA binding,molfunc,0.73,0.09990875168031199,0.04656900323883597
DNA binding,molfunc,0.74,0.10379967040153017,0.04383339239283877
DNA binding,molfunc,0.75,0.08196032015985392,0.040048070408261256
DNA binding,molfunc,0.76,0.0736764286888733,0.03750331613291503
DNA binding,molfunc,0.77,0.06363534811798766,0.032700092438199026
DNA binding,molfunc,0.78,0.06489048318934837,0.025002210755276685
DNA binding,molfunc,0.79,0.05259015949001347,0.028851151596737852
DNA binding,molfunc,0.8,0.05673210522550379,0.023507167618510773
DNA binding,molfunc,0.81,0.04167048436917535,0.020835175629397237
DNA binding,molfunc,0.8200000000000001,0.032382484841106146,0.018449468496260148
DNA binding,molfunc,0.8300000000000001,0.03188043081256222,0.017495185643005506
DNA binding,molfunc,0.84,0.03326107939105864,0.016731759360401447
DNA binding,molfunc,0.85,0.032131457826834006,0.014791384225449946
DNA binding,molfunc,0.86,0.0342651874481472,0.012755580805172965
DNA binding,molfunc,0.87,0.029119133655568317,0.012946437375823933
DNA binding,molfunc,0.88,0.02610680948430263,0.008874830535269967
DNA binding,molfunc,0.89,0.017195350477641636,0.009988160530733942
DNA binding,molfunc,0.9,0.01807394502759413,0.006520932830574708
DNA binding,molfunc,0.91,0.015438161377736652,0.00782511939668965
DNA binding,molfunc,0.92,0.015438161377736652,0.005662078262645357
DNA binding,molfunc,0.93,0.007279783413892079,0.003976178555228481
DNA binding,molfunc,0.9400000000000001,0.0042674592426263916,0.0016858997074168758
DNA binding,molfunc,0.9500000000000001,0.008660431992388948,0.001304186566114956
DNA binding,molfunc,0.96,0.007656323935300291,0.0008906639963711797
DNA binding,molfunc,0.97,0.009287999528069205,3.1809428441827846e-05
DNA binding,molfunc,0.98,0.00012551350713607034,0.0
DNA binding,molfunc,0.99,0.0,0.0
"DNA-binding transcription activator activity, RNA polymerase II-specific",molfunc,0.0,0.0,0.0
"DNA-binding transcription activator activity, RNA polymerase II-specific",molfunc,0.01,0.0,0.0
"DNA-binding transcription activator activity, RNA polymerase II-specific",molfunc,0.02,0.0,0.0
"DNA-binding transcription activator activity, RNA polymerase II-specific",molfunc,0.03,0.000664072357324054,0.0008443576984181222
"DNA-binding transcription activator activity, RNA polymerase II-specific",molfunc,0.04,0.001328144714648108,0.001926190999516341
"DNA-binding transcription activator activity, RNA polymerase II-specific",molfunc,0.05,0.007968868287888653,0.004960601478206471
